text,source_tag,metadata
"esenciales para la interoperabilidad: funcionamiento del DICE, liquidación inmediata a través del 
MOL, adopción de un mecanismo común de intercambio de datos basado en ISO 20022, 
lineamientos de experiencia de usu ario, incluida la zona Bre -B en los canales digitales de los 
participantes , tiempos máximos  de procesamiento , topes de valor y reglas operativas comunes.  
Este conjunto normativo, sumado a un esquema de gobernanza público –  privado apoyado por el 
CIPI, permitió transitar del diseño conceptual a un marco de implementación estructurado, gradual y verificable, que orientó el despliegue de Bre -B.  
5.2. Una construcción gradual y coordinada  
La implementación de Bre -B fue concebida como un proceso progresivo dividido en cinco fases",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 15}"
"La implementación de Bre -B fue concebida como un proceso progresivo dividido en cinco fases 
sucesivas establecidas desde la regulación. Este enfoque respondió a la complejidad técnica del 
 
27 Resolución Externa 6 de 2023. 
https://www.banrep.gov.co/sites/default/files/reglamentacion/archivos/bjd_40_2023.pdf",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 15}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
16 proyecto, al amplio número de entidades involucradas y buscó asegurar la estabilidad operativa 
antes de su entrada en funcionamiento (Gráfico 4).  
Gráfico 4. Infografía de la implementación regulatoria  
Nota:  La implementación se realizó en cinco fases definidas por la regulación. La primera fase se enfocó en 
establecer la gobernanza y el marco operativo; la segunda, en la definición de estándares técnicos; la tercera, en la 
implantación del sistema; la cuarta, en el poblamiento de llaves en los directorios; y la quinta, en la puesta en operación de Bre -B.  
 
 
Primera Fase: instalación de la gobernanza y preparación del marco operativo",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 16}"
"Primera Fase: instalación de la gobernanza y preparación del marco operativo  
En noviembre de 2023 se formalizó la conformación del CIPI y se definió la agenda de trabajo 
inicial con la industria de pagos. El BR presentó el cronograma regulatorio y técnico, y se 
establecieron los mecanismos de interacción entre industria y el Banco de la República.  
Esta fase permitió alinear expectativas y precisar los ajustes regulatorios y técnicos necesarios 
para avanzar a las siguientes etapas.  
Segunda Fase: Definición de estándares técnicos y operativos  
Entre diciembre de 2023 y abril de 2024, las mesas de trabajo convocadas en el marco del CIPI 
permitieron acordar los lineamientos clave de diseño técnico. En este espacio se definieron la",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 16}"
"permitieron acordar los lineamientos clave de diseño técnico. En este espacio se definieron la 
estructura de los mensajes ISO 20022, los modelos de base de datos para la gestión de llaves, las 
reglas operativas de compensación y liquidación, los procedimientos de manejo de eventos, la 
estructura de marcas de tiempo, la atención de fraudes y las prácticas comunes de gestión de 
peticiones, quejas y reclamos . Estos ac uerdos se consolidaron progresivamente en la Circular 
Reglamentaria Externa DSP -46528.Durante esta fase, de manera paralela, el BR realizó la 
 
28 Los anexos de la Circular Reglamentaria Externa DSP –  465 son: i. Procesos de gestión de llaves (anexo 1); ii.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 16}"
"Procesos de compensación y liquidación (anexo 2); iii. Lineamientos sobre experiencia del usuario (anexo 3); iv. 
Lineamientos operativos para la atención de fraudes, errores, peticiones, quejas y reclamos (anexo 4); v. Estándares 
operativos relacionados con el procesamiento de las órdenes de pago y transferencias inmediatas (anexo 5); y vi. Estándares de mensajería del DICE y el MOL (anexo 6).",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 16}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
17 selección del proveedor de la solución ACI Worldwide29, consolidando la capacidad técnica 
requerida para la implementación.  
Tercera Fase: implementación tecnológica  
Desde abril de 2024 y hasta julio de 2025 se llevaron a cabo los desarrollos tecnológicos 
asociados al DICE y al MOL, la definición de los reglamentos operativos y la adecuación de los 
sistemas internos de los SPBVI y sus participantes. Durante este period o también se ajustaron los 
canales y la experiencia de usuario, incluyendo la adopción del sello Bre -B como distintivo común 
de los servicios asociados a los pagos inmediatos30.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 17}"
"de los servicios asociados a los pagos inmediatos30. 
El trabajo adelantado para la definición de “Bre -B” como sello permitió materializar los atributos 
y beneficios de la inmediatez y disponibilidad 24/7/365, usando referentes visuales que 
transmiten valores de rapidez, simplicidad y confiabilidad. La implementación de una identidad visual unificada contribuyó a reducir fricciones, facilitar el reconocimiento del sistema  y generar 
confianza entre los usuarios, sin interferir con las marcas comerciales de cada entidad  
participante . 
Cuarta Fase: registro de llaves y poblamiento de directorios  
El proceso de registro de llaves en el DICE inició en julio de 2025, habiendo cumplido un periodo",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 17}"
"El proceso de registro de llaves en el DICE inició en julio de 2025, habiendo cumplido un periodo 
de pruebas integrales con los SPBVI y sus participantes. Este hito fue precedido por un trabajo de 
coordinación técnico y regulatorio con la industria, para d efinir las condiciones que permitieron 
la inscripción de los identificadores existentes en los SPBVI con anterioridad a Bre -B. La 
regulación enfatizó en el rol de los participantes vinculados a más de un SPBVI, los procesos de inscripción masiva e individu al de llaves y las reglas de los casos en que procedía la asignación 
automática de llaves alfanuméricas por parte de las entidades.  
En términos generales, el poblamiento del DICE comprendió cuatro momentos principales.  En",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 17}"
"En términos generales, el poblamiento del DICE comprendió cuatro momentos principales.  En 
primer lugar, comenzó el registro individual de llaves por parte de los usuarios en los canales de 
cada entidad participante. Este proceso, disponible desde julio de 2025, fue acompañado por 
amplias campañas de educación y sensibilización sobre Bre -B, seguridad y uso de llaves. Las 
entidades impulsaron activamente la inscripción temprana mediante estrategias comerciales, 
incentivos económicos y comunicaciones dirigidas , lo que permitió conformar rápidamente una 
base crítica de usuarios.  
En segundo lugar,  se dio  el registro masivo de identificadores alfanuméricos provenientes de 
esquemas como Tag Aval y el piloto de Redeban, ambos operativos desde  el último trimestre de",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 17}"
"esquemas como Tag Aval y el piloto de Redeban, ambos operativos desde  el último trimestre de  
 
29 En marzo de 2023 había iniciado el proceso competitivo para la selección del proveedor tecnológico. Cinco 
proveedores globales presentaron propuestas técnicas y tras finalizar el proceso de evaluación, en diciembre de 
2023 fue elegido ACI Worldwide como p roveedor tecnológico para la interoperabilidad en los sistemas de pago de 
bajo valor inmediatos.  
30 En agosto de 2024 fue revelada la marca comercial “Bre -B”, que hace alusión a la brevedad y rapidez del sistema.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 17}"
"Con ello se inició el proceso de divulgación y educación al público en general. En septiembre de 2024 se expidió el marco regulatorio asociado  al uso del sello como parte de la experiencia de usuario estandarizada, denominada en 
los canales de las entidades financiera la zona Bre -B. El diseño del sello se realizó con el acompañamiento de una 
empresa consultora especializada.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 17}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
18 2024. Estos identificadores ya seguían la estructura definida para las llaves de Bre -B, por lo que 
en agosto de 2025 la regulación autorizó su migración al DICE y , por tanto, su registro  como 
llaves interoperables.  
En tercer lugar, en septiembre de 2025 se habilitó el cargue masivo de otros identificadores, 
especialmente números de celular vinculados a Transfiya y a los pilotos mencionados. Para 
garantizar precisión y evitar duplicidades, se establecieron dos condiciones: i) que el identificador 
estuviera  asociado exclusivamente a un único medio de pago y ii) que hubiera tenido actividad 
transaccional en los seis meses previos a la entrada en operación del DICE.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 18}"
"transaccional en los seis meses previos a la entrada en operación del DICE.  
Finalmente, se permitió a todas las entidades participantes asignar de manera voluntaria llaves 
alfanuméricas por defecto a sus clientes y cargarlas masivamente al DICE. Esta medida buscó 
equilibrar las condiciones de entrada, evitando ventajas para los ac tores que habían participado 
en pilotos previos, y aceleró la ampliación de la base de llaves registradas.  
Los lineamientos asociados a estos procesos de inscripción masiva fueron incorporados en las 
medidas transitorias del anexo 7 de la CRE -465, lo que facilitó la migración ordenada y segura de 
identificadores desde los sistemas existentes hacia el DICE . 
Quinta f ase: la entrada en operación de Bre -B",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 18}"
"Quinta f ase: la entrada en operación de Bre -B 
Tras una marcha blanca desarrollada entre septiembre y octubre de 2025, Bre -B inició su 
operación plena el 6 de octubre del mismo año, con 128 entidades habilitadas como participantes. Desde entonces, se han implementado acciones continuas para la estabili zación de 
Bre-B: resolución de fallas de conectividad, ajustes de mensajería entre SPBVI, afinamiento de la 
lectura de códigos QR , tratamiento de intermitencias en el servicio y fortalecimiento de los 
procesos de conciliación. Paralelamente, se intensificaron las campañas de educación y 
prevención de fraude, en coordinación con los SPBVI y las entidades participantes.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 18}"
"prevención de fraude, en coordinación con los SPBVI y las entidades participantes.  
También se han abordado elementos de riesgo producto de fraudes que aprovechan el desconocimiento de los usuarios. Las campañas educativas y mecanismos establecidos por las 
entidades, los SPBVI y el BR continúan siendo muy importantes para su prevención.  
El enfoque por fases permitió una habilitación ordenada, mitigó riesgos y aseguró que la entrada 
en operación se diera con robustez técnica  dentro de los plazos esperados , con una gobernanza 
madura y una amplia cobertura institucional.  
5.3. Coordinación institucional: sinergias internas y trabajo con la 
industria de pagos  
La construcción de Bre -B representó un esfuerzo de coordinación institucional amplio. El",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 18}"
"La construcción de Bre -B representó un esfuerzo de coordinación institucional amplio. El 
proyecto exigió integrar decisiones regulatorias, tecnológicas, operativas y de seguridad, 
involucrando de manera simultánea a múltiples áreas e instancias del BR -Junta Directiva y su 
secretaría, Consejo de Administración, Gerencias y Subgerencias, la Dirección General de 
Tecnología, y los departamentos de sistemas de pago, jurídico, de comunicaciones, financiero y 
contable y de riesgos, entre otros.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 18}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
19 La sincronización entre equipos con roles distintos requirió adaptar procesos internos en ciclos 
cortos, con retroalimentación continua y acuerdos sobre una priorización conjunta. 
Adicionalmente, se incrementó y especializó el equipo de operación y adminis tración de los 
módulos centralizados, como parte de la Subdirección de Sistemas de Pago de Alto Valor del 
Departamento de Sistemas de Pago, el cual monitorea el funcionamiento del DICE y el MOL con 
turnos 24/7/365. El acompañamiento permanente de los órgan os asesores e instancias decisorias",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 19}"
"turnos 24/7/365. El acompañamiento permanente de los órgan os asesores e instancias decisorias 
del BR viabilizó la sincronización de los equipos y el crecimiento de la planta de personal necesaria para garantizar una operación continua.  
La doble coordinación - al interior del BR y con los actores del mercado - fue indispensable para 
alinear la regulación, la arquitectura tecnológica y los procesos operativos en una iniciativa cuya 
viabilidad dependía de la sincronía entre múltiples instancias e instituciones externas.  
6. Evolución reciente de la industria de pagos e impacto inicial  
de Bre -B 
6.1. Ajustes en la oferta de servicios de pago inmediatos  
Previo al inicio de la operación de Bre -B se dieron hitos importantes en el mercado de pagos",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 19}"
"Previo al inicio de la operación de Bre -B se dieron hitos importantes en el mercado de pagos 
electrónicos minoristas, alineados con la agenda público -privada liderada por el B R desde agosto 
de 2022. L a inminente intervención del B R en aras de garantizar la interoperabilidad en los SPBVI  
motivó  un proceso de resolución de fricciones en el mercado  de servicios de pago inmediatos . 
El sistema QR interoperable Entrecuentas de Redeban entró en operación en 2023. Esta iniciativa 
permitió que los QRs emitidos hasta el momento, en particular, los de las dos principales entidades emisoras, migraran a QRs interoperados, bajo un estándar común
31. Esto fue abordad o 
por la SFC mediante la Circular Externa 005 de 2023, que definió como plazo máximo el 22 de",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 19}"
"por la SFC mediante la Circular Externa 005 de 2023, que definió como plazo máximo el 22 de 
marzo de 2024 para la migración de dichos códigos a la mensajería establecida, de manera que 
las operaciones de dicha tecnología fueran interoperadas.  
En el último trimestre de 2024, un grupo financiero desarrolló pagos inmediatos para su red 
interbancaria basadas en un identificador alfanumérico - denominado Tag Aval-  y Redeban diseñó 
y puso en marcha un piloto para realizar transferencias entre personas basado en el modelo de 
llaves propuesto para Bre -B a partir de enero de 2025. A este piloto se sumaron 16 entidades 
financieras vinculadas con Redeban y en el primer trimestre del 2025 registró un número",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 19}"
"financieras vinculadas con Redeban y en el primer trimestre del 2025 registró un número 
aproximado de 11 millones de usuarios y 23 millones  de llaves  registradas, procesando 50 
millones de transacciones  (Bloomberg Línea , 2025).  
La transición hacia el estándar  de llaves , de acuerdo con la regulación d el BR, ocurrió en etapas. 
La primera consistió en el registro individual de llaves por parte de los clientes, a partir de julio de 2025. En esta etapa, se presentó un entorno de marcada competencia  entre las entidades por el 
registro de llaves, mediante diversas promociones y ofertas comerciales. Para reconocer lo 
 
31 La citada regulación estableció que el estándar sería el “EMV® QR Code Specification for Payment Systems (EMV",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 19}"
QRCPS) Merchant -Presented Mode or Consumer -Presented Mode”.,bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 19}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
20 alcanzado en los modelos de pagos inmediatos que venían operando, las siguientes etapas 
incluyeron el cargue masivo de identificadores que coincidían con las llaves definidas para Bre -B, 
como se explicó en la sección 5.3 de este documento. Para habilitar e stas etapas el BR actualizó 
el Anexo 7 de la Circular Reglamentaria Externa- DSP 465 sobre medidas transitorias, en el marco 
del proceso de transición a llaves para pagos inmediatos.  
Durante el proceso de diseño e implementación de Bre -B también se lograron avances en la 
estructura de tarifas de los SPBVI . Algun as EASPBVI  eliminaron los cobros de acceso a sus",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 20}"
"estructura de tarifas de los SPBVI . Algun as EASPBVI  eliminaron los cobros de acceso a sus 
servicios e introduj eron  tarifas más bajas  a participantes  para transferencias persona  a persona 
bajo el modelo de llaves . Las operaciones de transferencia entre personas naturales por medio 
de Bre -B se vienen ofrec iendo  sin costo para los usuarios finales , lo que difiere de otras 
transferencias de bajo valor, como las diferidas, q ue suelen tener cobros asociados . Además, la 
entrada de nuevos SPBVI ha impulsado la competencia en pagos a comercios a través de llaves y 
QRs interoperables , lo que ha redundado en tarifas diferenciadas  por los SPBVI según el tamaño 
del comercio, favoreciendo  la aceptación de pagos por medio de Bre -B.  
6.2. Resultados iniciales de Bre -B",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 20}"
"6.2. Resultados iniciales de Bre -B  
Como resultado de la reacomodación reciente de la industria de pagos, las transferencias cuenta 
a cuenta han tenido un crecimiento acelerado, al punto que, en 2024, se alcanzaron 16,2 
millones de transacciones promedio diarias (entre transferencias inmediatas y diferidas), 3,6 veces las transacciones hechas con tarjetas (RIFI, 2025).  
La entrada de EntreCuentas para persona a persona y persona a comercios con QR y los avances de Transfiya en el uso de sus servicios han coincidido con un acelerado crecimiento de las 
transferencias inmediatas interoperadas con tasas del 112,4 % promedio a nual entre 2023 y el 
primer semestre de 2025 (Gráfico 5) . De estas, ha sido notable el éxito de los servicios de QRs",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 20}"
"primer semestre de 2025 (Gráfico 5) . De estas, ha sido notable el éxito de los servicios de QRs 
interoperables, el cual alcanzó 1,3 millones de transacciones promedio diarias a mayo de 2025.  
Actualmente, Bre -B permite la interoperabilidad de los servicios de cinco SPBVI en operación: 
Transfiya, Credibanco, Entrecuentas de Redeban, Servibanca  y Visionamos, y próximamente 
entrarán en operación Gou Payments y Drixi. A través de l os SPBVI se encuentran vinculados a 
Bre-B, con corte a enero de 2026, 218  entidades participantes  entre las cuales hay 2 6 bancos, 6 
compañías de financiamiento , 153 cooperativas , 23 fondos de empleados , 4 SEDPE y 6 entidades 
participantes que cumplen las condiciones para tener dicha calidad de acuerdo con el decreto 
1692 de 2020.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 20}"
"1692 de 2020.  
Con los avances preparatorios de la industria,  el mercado de servicios de pagos inmediatos 
recibió la entrada plena de Bre -B, con una base de operaciones y llaves significativa. E l DICE se ha 
poblado rápidamente con llaves tanto de individuos como de comercios. El registro de llaves, 
entre el 14 de julio y el 31 de enero  de 2026 , fue de 9 9 millones, que representan 33 ,9 millones 
de clientes (2, 9 llaves por cliente), de los cuales 2, 9 millones son comercios.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 20}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
21 Gráfico 5. Evolución de las transferencias inmediatas durante el proceso  
de creación de Bre- B 
 
Fuente:  SFC, formato 418, y BR. Cálculos del BR. *Mes de octubre de 2025 incluye las operaciones de los SPBVI y las 
operaciones de Bre -B a partir del 6 octubre32.  
Como se observa en el Gráfico 6 , la evolución del registro de llaves corresponde con los 
momentos en los que se desarrolló la fase 4, explicados anteriormente. El registro individual de 
llaves inició en el mes de julio de 2025, el registro masivo de identificadores alfanuméricos en el 
mes de agosto de ese año, el registro masivo de identificadores distintos a los alfanuméricos en",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 21}"
"mes de agosto de ese año, el registro masivo de identificadores distintos a los alfanuméricos en 
septiembre, y, por último, también en septiembre de 2025, se permitió la creación de llaves 
alfanuméricas para su registro masivo (dirigido principalmente a ent idades que no hubieran 
participado en creación de identificadores alfanuméricos mediante pilotos).  
Por su parte, e l volumen de transacciones que el MOL ha recibido para liquidación en tiempo real 
en cuentas del B R ha adquirido una profundidad notable desde su entrada en operación plena el 
6 de octubre de 2025, impulsado por los altos volúmenes transaccionales ya alcanzados por los SPBVI privados. Entre el 6 de octubre de 2025 y 31 de enero de 2026 se realizaron 370,4 millones 
de operaciones",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 21}"
"de operaciones
33, correspondientes a un movimiento de fondos de $ 59 billones, y con un 
promedio por transacción de $ 159.456. El 5 0% es originado desde depósitos de bajo monto (en 
su mayoría billeteras electrónicas), y el otro 50 % es originado desde cuentas de ahorro.  
 
32 Entre el 6 de octubre y el 31 de octubre de 2025 se liquidaron por Bre -B un total de 64,4 millones de operaciones.  
33 En diciembre de 2025, el promedio de transacciones diarias fue de 3,6 millones, el día de mayor transaccionalidad 
fue el 24 de diciembre con 4,8 millones de operaciones. Adicionalmente, los días 30 de diciembre de 2025 y 30 de 
enero de 2026 se superó la c ifra de un billón de pesos en monto y 4,8 millones de operaciones y el 31 de enero de",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 21}"
"2026 se alcanzó la marca de los 5,2 millones de operaciones.   - 20 40 60 80 100 120
Prom. Mes
2020Prom. Mes
2021Prom. Mes
2022Prom Mes
2023Prom. Mes
2024Prom. Mes
Primer Sem
2025Prom. Mes
Jul -  Oct
2025Bre-B Nov
2025Bre-B Dic
2025Bre-B Ene
2026Cantidad Transacciones Promedio al Mes (Millones)",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 21}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
22 Gráfico 6. Registros de llaves en el DICE  
 
Fuente:  BR. Cifras al 31 de enero de 2026.  
La evolución del número de operaciones diarias liquidadas desde la entrada en funcionamiento 
de Bre -B muestra una tendencia creciente (Gráfico 7) . Por ejemplo, al comparar la cantidad de 
operaciones de Bre -B la última semana de octubre de 2025 con la última semana de enero de 
2026, el crecimiento fue del 29%. De esa forma, vienen aumentando de manera sostenida los 
niveles diarios de transaccionalid ad, lo que refleja su adopción progresiva y volúmenes transados 
cada vez mayores, con la variabilidad propia de una etapa inicial de operación.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 22}"
"cada vez mayores, con la variabilidad propia de una etapa inicial de operación.  
Gráfico 7. Cantidad de operaciones diarias liquidadas en el MOL  
 
Fuente:  BR. Fecha: 6 octubre a 31 de enero de 2026.  20,029,478,191,694,596,899,0
0,020,040,060,080,0100,0120,0
jul-25 ago-25 sep-25 oct-25 nov-25 dic-25 ene-26Cantidad de llaves registrada en el DICE (cifras en millones)
 - 1 2 3 4 5 6Millones",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 22}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
23 7. Consolidación de Bre -B y estrategias a futuro 
Los pagos electrónicos en Colombia  experimentaron  una transformación significativa entre 2022 
y 2025. Dicho  avance debería facilitar la reducción del uso d el efectivo  que, hoy en día,  continúa 
siendo el medio de pago preferido por los colombianos.  
Para que ello ocurra y Bre -B efectivamente contribuya de manera sostenida a reducir el uso de 
efectivo y prom ueva  la adopción masiva de pagos electrónicos inmediatos, es necesario afianzar 
la estabilidad de su operación y poner en marcha su agenda de desarrollo. E llo incluye la 
actualización de la regulación, la revisión continua de los estándares operativos y de mensajería,",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 23}"
"actualización de la regulación, la revisión continua de los estándares operativos y de mensajería, 
el fortalecimiento de capacidades transaccionales y la adaptación progresiva a nuevos casos de 
uso y servicios de valor agregado , gara ntizando una experiencia de usuario estandarizada y de 
fácil adopción , en coordinación con el CIPI, las EASPBVI, los participantes, y otras autoridades.   
7.1. Consolidación de Bre -B 
La entrada en operación de Bre -B marca un hito importante hacia la resolución de las principales 
barreras estructurales identificadas en el diagnóstico inicial; los retos actuales corresponden a la 
estabilización, profundización del uso y madurez operativa del sistema.  
Estabilización de la operación",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 23}"
"Estabilización de la operación   
Habiéndose diseñado e implementado la regulación y mecanismos tecnológicos para asegurar  la 
interoperabilidad, el primer  desafío para la consolidación de Bre -B es asegurar su operación  
amplia, estable  y consistente en un entorno  de múltiples SPBVI y más de doscientos participantes  
de diferente naturaleza y tamaño.  
Como parte del  proceso de estabilización tecnológica e integración con múltiples actores, se han 
identificado situaciones operativas , propias de la reciente implementación  y puesta en marcha de 
Bre-B, que han venido siendo gestionadas mediante ajustes técnicos, procedimentales y de 
coordinación interinstitucional. Algunas de las  fricciones al inicio de la puesta en marcha de Bre -B",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 23}"
"corresponden a la  integración de los códigos QR interoperables, su mensajería y procesos de 
conciliación de operaciones .  
La interoperabilidad se concibe como un proceso dinámico, sujeto a revisión y ajuste continuo de 
los estándares técnicos y operativos, en función del comportamiento observado de  Bre-B y su 
crecimiento.  
Uso, adopción y aceptación de los servicios de pago inmediatos  
Bre-B habilitó una infraestructura interoperable con un poblamiento efectivo de llaves en el DICE, 
pero  los patrones de uso reflejan dinámicas de adopción gradual mientras ocurre su 
consolidación. Este comportamiento responde a hábitos de uso, aceptación y decisión comercial 
de los usuarios.  Con la entrada en operación de Bre -B se facilita la movilidad de usuarios entre",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 23}"
"de los usuarios.  Con la entrada en operación de Bre -B se facilita la movilidad de usuarios entre 
bancos y proveedores de servicios de pagos , favoreciendo la competencia y aumentando  su 
adopción. El desafío es posicionar a Bre-B como una solución  que facilita pagos inmediatos entre 
distintos actores, con seguridad y simplicidad.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 23}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
24 En la fase de consolidación, el énfasis se desplaza de la habilitación técnica hacia la 
materialización de los beneficios de Bre -B. Para que los usuarios perciban la interoperabilidad 
como una oportunidad, deben experimentar los beneficios de Bre -B, por ejemplo : facilidad para 
pagar a quien quieran  cuando quieran,  en cualquier comercio físico o digital sin importar qu é 
actores están detrás del servicio , unificar su liquidez en sus productos transaccionales preferidos,  
y libertad para elegir proveedores con las mejores condiciones de servicio y tarifas sin perder 
comodidad y confianza. Bre -B no debe verse solo como un mecanismo técnico, sino como un",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 24}"
"comodidad y confianza. Bre -B no debe verse solo como un mecanismo técnico, sino como un 
habilitador de innovación y competencia, donde establecimientos de crédito, SEDPE  y fintechs 
aprovechen la plataforma para competir en la oferta de experiencias más ágiles, confiables y 
adaptadas a las necesidades del cliente.  
El reto no es únicamente tecnológico, sino también cultural y operativo. Se requiere ampliar la 
aceptación de pagos inmediatos en comercios  con presencia física , en el comercio electrónico  y 
en servicios de dispersión y recaudo. Esto implica reducir fricciones operativas, garantizar 
procesos claros y comunicar los beneficios de Bre -B como opción sencilla y segura. Solo así se",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 24}"
"procesos claros y comunicar los beneficios de Bre -B como opción sencilla y segura. Solo así se 
logrará que los usuarios migren de esquemas cerrados hacia un ecosistem a interoperable que 
potencie la competencia y la innovación.  
Experiencia del usuario  
La experiencia del usuario continuará siendo  un factor determinante para profundizar la 
adopción y uso recurrente de Bre -B. En un ecosistema  descentralizado con múltiples SPBVI y 
participantes, garantizar coherencia en la comunicación de beneficios y en la operación del servicio es esencial para evitar confusiones y errores. Por eso Bre-B ofrece  una experiencia 
homogénea que pretende reflej ar simplicidad, velocidad y estandarización en cada punto de 
interacción, consolidando confianza y reduciendo friccione s.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 24}"
"interacción, consolidando confianza y reduciendo friccione s.  
Si bien en la zona Bre -B, los flujos, mensajes y tiempos de respuesta permiten estándares 
comunes para la experiencia del usuario, l a diversidad de actores exige un trabajo continuo de 
alineación, para evitar que diferencias operativas y de presentación del servicio erosionen la 
percepción de simplicidad de los pagos inmediatos.  
Más allá de la tecnología, la educación financiera y tecnológica de usuarios y comercios es 
fundamental para promover un uso seguro y eficiente de los pagos inmediatos. Capacitar sobre 
cómo operar en Bre -B, prevenir errores y resolver incidentes fortalecer á la confianza del usuario . 
Solo con una experiencia sencilla, coherente e informada se logra que Bre -B represente una",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 24}"
"Solo con una experiencia sencilla, coherente e informada se logra que Bre -B represente una 
experiencia de pagos electrónicos inmediatos unificada a nivel nacional.   
7.2. Estrategias a futuro  
Ampliación progresiva de casos de uso y servicios de valor agregado  
Bre-B debe mantenerse pertinente, por lo que paralelamente a su consolidación, deberá avanzar 
en la agenda de escalabilidad, ampliando casos de uso y servicios de valor agregado. La entrada de nuevos SPBVI, participantes habilitados por el d ecreto 1692 de 2020 y soluciones específicas 
para personas jurídicas exige que el sistema evolucione para soportar pagos no presenciales,",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 24}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
25 recurrentes, masivos34 y recaudos para servicios públicos, financieros, suscripciones y entidades 
públicas. Este crecimiento debe garantizar interoperabilidad y simplicidad para usuarios, 
empresas y gobierno.  
La ampliación a nuevos casos de uso implica evaluar y adoptar nuevos estándares y modelos  
operativos que mantengan la seguridad y la interoperabilidad. Con más actores y diversidad de 
soluciones, la regulación seguirá siendo clave para brindar lineamientos claros, impulsar 
innovación y fomentar la competencia35. Bre -B debe convertirse en una plataforma que combine 
estabilidad con flexibilidad para incorporar servicios especializados y experiencias diferenciadas.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 25}"
